record_num,mode,Rope_S,Touch_S,cur_pos_abs,cur_vel,cur_acc
347,3,376,7,1959371290.0,-6.013251708450938,8.892872495777796
348,3,376,7,1959367873.0,-11.848492698412699,-20.233775318419784
349,3,376,7,1959364496.0,-8.292350920906271,8.73224031494779
350,3,376,7,1959361154.0,-7.988922813176792,0.7253332531415618
351,3,376,7,1959357883.0,-7.961218815064122,0.0674281843555774
352,3,376,7,1959354666.0,-7.186342121857691,1.7309695429391274
353,3,376,7,1959351494.0,-7.729684108761329,-1.324042219984822
354,3,376,7,1959348346.0,-7.601859054637572,0.3086747284308187
355,3,376,7,1959345263.0,-7.42054357396993,0.43641239861483677
356,3,376,7,1959342231.0,-7.415668393492332,0.011923720903789776
357,3,376,7,1959339245.0,-7.282353613210838,0.32513240853226627
358,3,376,7,1959334830.0,-9.215154098034336,-4.034213886388224
359,3,376,7,1959331954.0,-6.868313103683881,5.604603182809368
360,3,376,7,1959329155.0,-6.32569475510534,1.226308696544192
361,3,376,7,1959326393.0,-6.706806951890233,-0.925432994513785
362,3,376,7,1959323662.0,-6.5172076832043695,0.4524561737859528
363,3,376,7,1959320973.0,-6.585206665498919,-0.16652560485430018
364,3,376,7,1959318366.0,-6.175618732633006,0.9702565826111108
365,3,376,7,1959314546.0,-8.806816511845215,-6.066093206255639
366,3,376,7,1959312050.0,-5.984669744469216,6.766673226428983
367,3,376,7,1959309574.0,-5.950662791657117,0.08173017316502346
368,3,376,8,1959307160.0,-5.926974100567816,0.05816166469040606
369,3,376,8,1959304826.0,-5.542066086956522,0.9139612891315124
370,3,376,8,1959302525.0,-5.327386566570987,0.4970364159147333
371,3,376,8,1959300250.0,-5.37731282051282,-0.1180083891875154
372,3,376,8,1959298012.0,-5.447337715877437,-0.17044202572388312
373,3,376,8,1959295812.0,-5.368865305172514,0.19150354693041344
374,3,376,8,1959293692.0,-5.033354737914638,0.7965772185508775
375,3,376,8,1959291628.0,-4.768669965847747,0.6115282572541865
376,3,376,8,1959288566.0,-7.288025676994666,-5.99644974275699
377,3,376,8,1959286586.0,-4.800972320499479,6.030441577847837
378,3,377,8,1959284629.0,-4.712241189505712,0.2136548238427471
379,3,377,8,1959282714.0,-4.636931162683292,0.18235373902631496
380,3,377,9,1959280866.0,-4.523269019607843,0.27820587146937903
381,3,377,9,1959279080.0,-3.965814465561967,1.237828294696826
382,3,379,9,1959277335.0,-4.248351799396332,-0.6878613126600946
383,3,379,9,1959273938.0,-6.227253682534065,-7.938153394256433
384,3,379,9,1959273108.0,-2.854905953747745,11.5996814566503
385,3,380,9,1959271468.0,-3.8899839167562065,-2.455144285787617
386,3,380,9,1959269871.0,-3.934854895141867,-0.11055778894841638
387,3,380,9,1959268346.0,-3.7166261475886113,0.5318522421717665
388,3,380,9,1959266893.0,-3.4421483829426713,0.6502361966481359
389,3,382,9,1959264782.0,-4.897491976326124,-3.376377816860773
390,3,382,9,1959263394.0,-3.281676410372041,3.8203053503627262
391,3,382,9,1959262048.0,-3.271634900324525,0.024407247194214422
392,3,382,9,1959260749.0,-3.1323450017247327,0.3358768419321045
393,3,383,9,1959259468.0,-3.0767356261810686,0.1335638929624308
394,3,383,9,1959258216.0,-3.065718143499329,0.026978032390654286
395,3,383,9,1959257013.0,-2.683194741823983,0.8531876807979312
396,3,384,9,1959255895.0,-2.7266146482149085,-0.10589387548266338
397,3,384,9,1959254835.0,-2.5287010806506656,0.47213608695766945
398,3,384,9,1959253812.0,-2.4991397239210205,0.07221697057287983
399,3,384,9,1959252814.0,-2.427602732703126,0.1740114182063328
400,3,384,9,1959251361.0,-3.2777516871941055,-1.917809476909231
401,3,384,9,1959250413.0,-2.311341156774981,2.356228305167154
402,3,384,9,1959249073.0,-1.5845390728706352,2.0967195519498825
403,3,384,9,1959248220.0,-3.0133422993346244,-5.047448065333795
404,3,384,9,1959247390.0,-1.9702712773784594,2.4760637046096727
405,3,384,9,1959246594.0,-1.9300878621805988,0.09743407278185198
406,3,384,9,1959245870.0,-1.7503464729955618,0.4345437936620886
407,3,384,9,1959245217.0,-1.5824361636237578,0.40690252036017727
408,3,385,9,1959244615.0,-1.472458017261488,0.2690003377652517
409,3,385,9,1959244045.0,-1.2844534894965884,0.42365451180488345
410,3,385,9,1959243481.0,-1.376061576406259,-0.22350774553986305
411,3,386,9,1959242942.0,-1.2768156873376257,0.23509964390834998
412,3,386,9,1959242439.0,-1.2363659821847164,0.09942473049793034
413,3,386,9,1959241774.0,-1.4728901938004964,-0.5238709652410162
414,3,386,9,1959241204.0,-0.7318218080720928,0.8092707908181538
415,3,388,9,1959241030.0,-0.6017553562005277,0.44981714986041665
416,3,388,9,1959240397.0,-1.2472094374573461,-2.053277919719738
417,3,388,9,1959240256.0,-0.48139752869352875,2.6146096476806786
418,3,389,9,1959239998.0,-0.617302014831717,-0.32517098107663855
419,3,389,9,1959239763.0,-0.5731922772737845,0.10758876987566084
420,3,389,9,1959239482.0,-0.6315842795134238,-0.1312436678429494
421,3,389,9,1959239335.0,-0.3571791727493917,0.6667468641645271
422,3,392,9,1959239230.0,-0.2525240366972477,0.2516946420665434
423,3,392,9,1959239166.0,-0.15502163086163084,0.23617159321203002
424,3,392,9,1959239133.0,-0.08049551148589706,0.1817884272184459
425,3,392,9,1959239141.0,0.017836716989155857,0.2192405162778165
426,3,394,9,1959239147.0,0.014640656233637792,-0.007798737803893445
427,3,394,9,1959239161.0,0.03316217089286723,0.043872402451722296
428,3,394,9,1959239186.0,0.06134893517435057,0.06916911898717687
429,3,394,9,1959239227.0,0.09976010210001161,0.09346102278742768
430,3,397,9,1959239358.0,0.2959462587525584,0.4432103746592716
431,3,397,9,1959239508.0,0.3638362248438584,0.16467219311624098
432,3,397,9,1959239712.0,0.48436910048117743,0.2861882379944012
433,3,397,9,1959239985.0,0.6670812653655694,0.44646103351195165
434,3,399,9,1959240327.0,0.8168860865603645,0.3578171758295068
435,3,399,9,1959240724.0,0.8935544341293266,0.17256257412497328
436,3,399,8,1959241171.0,1.0879439958219694,0.47312070804021283
437,3,402,8,1959241656.0,1.1485728869064422,0.14358082569655498
438,3,402,8,1959242170.0,1.2564090308293023,0.2635920332188519
439,3,402,8,1959242700.0,1.2567735866123926,0.0008644605264804157
440,3,402,8,1959243495.0,1.829212617258215,1.317122889897359
441,3,403,8,1959244030.0,1.2830651495225571,-1.309799593180594
442,3,403,8,1959244582.0,1.3236840706649136,0.0974032950792237
443,3,403,8,1959245163.0,1.42192240868246,0.24042563548859092
444,3,403,8,1959245779.0,1.4593003467946908,0.08854811371696245
445,3,405,8,1959246451.0,1.54121406824147,0.18786693433897167
446,3,405,8,1959247182.0,1.7368357922166204,0.46479180839283396
447,3,405,8,1959247966.0,1.9146051446870453,0.4341302510300513
448,3,405,8,1959249695.0,3.192883323034672,4.059891055952066
449,3,410,8,1959250155.0,1.5870525952126349,-5.540299617526431
450,3,410,8,1959251096.0,2.2901474202158525,1.7111485649821838
451,3,410,8,1959252042.0,2.2488163591022445,-0.09825155007540826
452,3,413,8,1959252984.0,2.2981819264774312,0.12043636383435036
453,3,413,8,1959253921.0,2.1082897097795184,-0.4272655351456053
454,3,413,8,1959255348.0,3.4787979122348154,3.3410799393147705
455,3,413,8,1959256338.0,2.3779412209368918,-2.644214651092456
456,3,416,8,1959257352.0,2.439639910514541,0.148444364418226
457,3,416,8,1959258382.0,2.5141902578129547,0.18197452125654706
458,3,416,8,1959259449.0,2.516346566207478,0.005085303865270499
459,3,416,8,1959260609.0,2.6589751011039455,0.3269359681005533
460,3,419,8,1959261827.0,2.889678303071441,0.5473382899627091
461,3,419,8,1959263081.0,3.067570987985536,0.4351662194715554
462,3,419,8,1959264378.0,3.1620624784933735,0.23036854022493902
463,3,419,8,1959265696.0,3.1529645080704958,-0.021764474839763768
464,3,424,8,1959267700.0,4.612767652288443,3.3601460690406713
465,3,424,8,1959269073.0,3.252077813417664,-3.2229200553055466
466,3,424,8,1959270467.0,3.400721093468272,0.3626214762341563
467,3,424,8,1959271852.0,3.2668490833427057,-0.31576870293426135
468,3,427,8,1959273276.0,3.4989390134739313,0.5702728308782191
469,3,427,8,1959274758.0,3.393731452282158,-0.24092186871418464
470,3,427,8,1959277062.0,3.09566283431615,-2.1895502246260223
471,3,429,8,1959279440.0,2.7813502332143747,-9.935307429411269
472,3,429,8,1959281051.0,5.67769409629443,10.207668809589217
473,3,429,8,1959282703.0,4.013548544949027,-4.043056268877565
474,3,429,8,1959284366.0,3.930978106402164,-0.19517894537807873
475,3,431,8,1959286031.0,4.080586747691948,0.36666128467705084
476,3,431,8,1959287728.0,3.7852232971708144,-0.6588194543578981
477,3,431,8,1959289482.0,4.274729352701917,1.1929908232064652
478,3,432,8,1959291284.0,4.382290142053691,0.26157746217968425
479,3,432,8,1959293112.0,4.348450381125227,-0.08049809699483848
480,3,432,8,1959294993.0,4.568847477414872,0.5353326514686372
481,3,432,8,1959297873.0,6.431474560749654,4.159527327302423
482,3,432,9,1959299791.0,4.65898828516824,-4.305522832927682
483,3,432,9,1959301728.0,4.677509843974898,0.04472626414243727
484,3,432,9,1959303686.0,4.724956695241931,0.11449658711047939
485,3,432,9,1959305668.0,4.809714492015737,0.20568153554707286
486,3,433,9,1959307715.0,4.589832293381803,-0.49302511774783775
487,3,433,9,1959310878.0,4.1864199699248115,-3.558257925164564
488,3,433,9,1959312998.0,7.426026791381326,11.347833513998951
489,3,433,9,1959315119.0,4.885024866289605,-5.852360956795292
490,3,435,9,1959317269.0,5.090462094270393,0.48640484734334216
491,3,435,9,1959319460.0,5.354066688417618,0.6441609203274768
492,3,435,9,1959321710.0,5.469246015647638,0.27997514512789523
493,3,437,9,1959324004.0,5.4520248050770626,-0.04092871281788672
494,3,437,8,1959326307.0,5.315000611863101,-0.3162325969484383
495,3,437,8,1959329799.0,8.295015896245115,7.078829941295021
496,3,437,8,1959332177.0,5.788436487725611,-6.101419557466769
497,3,438,8,1959334612.0,5.878060569784172,0.21635145086305177
498,3,438,8,1959337078.0,5.93990332739907,0.14896188229207763
499,3,438,8,1959339548.0,5.998801899247249,0.14304488448008515
500,3,438,8,1959342038.0,5.557882475653239,-0.9841680070555335
501,3,439,8,1959344571.0,6.199190122534717,1.5695175799659078
502,3,439,8,1959347142.0,6.134339600659878,-0.15473167034627996
503,3,439,8,1959349751.0,6.335652579898101,0.4888651193091676
504,3,439,8,1959352386.0,6.334245208619899,-0.0033831631027312387
505,3,440,8,1959356365.0,9.066733099364372,6.226373059217202
506,3,440,8,1959359054.0,6.529545218549181,-6.160908514591951
507,3,440,8,1959361793.0,6.528498412229357,-0.0024950979908294974
508,3,440,8,1959364565.0,6.752590712045533,0.5458887382321911
509,3,441,8,1959367343.0,6.685664741794812,-0.16106717048799638
510,3,441,8,1959370134.0,6.309654753409153,-0.8500513115538859
511,3,441,8,1959372957.0,6.81468788028777,1.2191438642874768
512,3,442,8,1959375829.0,6.87206405841748,0.13728856947581383
513,3,442,8,1959378729.0,7.05129368115942,0.43579334700580313
514,3,442,8,1959381637.0,6.565665086935458,-1.0964493488011733
515,3,442,8,1959386069.0,10.776321929275364,10.238130339973122
516,3,443,8,1959389079.0,7.246501572724142,-8.497956400392729
517,3,443,8,1959392098.0,7.266500502697119,0.048135884300113306
518,3,443,8,1959395132.0,7.3938285608041365,0.3102972421303208
519,3,443,8,1959398207.0,7.294957466063348,-0.23455623764460864
